Product Name,Advisory Number,Date Posted
OTC Ibuprofen Sustained Release Capsules 0.3g,FDA Advisory No. 2021-1213,2021-06-15
OTC Tian Shi Kang® Fufang Chenxiangwei Pian,FDA Advisory No. 2021-1213,2021-06-15
OTC Tianqi Tongjing Jiaonang,FDA Advisory No. 2021-1213,2021-06-15
OTC ZENTEL® Albendazole Tablets 0.2g 10’s,FDA Advisory No. 2021-1213,2021-06-15
OTC Gan Kang® Compound Paracetamol and Amantadine Hydrochloride Tablets – Fufang Anfenwan’an Pian 12 Tablets [as reflected in the package insert],FDA Advisory No. 2021-1214,2021-06-15
OTC TASLY® Shi Quan Da Bu Wan,FDA Advisory No. 2021-1214,2021-06-15
OTC Xiangsha Yangwei Wan [as reflected in the package insert],FDA Advisory No. 2021-1214,2021-06-15
SHINEWAY® Huangqi Zhusheye 10ml [as reflected in the package insert],FDA Advisory No. 2021-1214,2021-06-15
SUCCHI® Gentamicin Sulfate Injection 2ml:8,FDA Advisory No. 2021-1215,2021-06-15
Saimeian Jiaonang Capsules,FDA Advisory No. 2021-1215,2021-06-15
XINYAXILE® Huangqi Zhusheye 10ml,FDA Advisory No. 2021-1215,2021-06-15
Xiangdan Zhusheye 10ml,FDA Advisory No. 2021-1215,2021-06-15
Yansuan Liduokayin Zhusheye 5ml:0.1g,FDA Advisory No. 2021-1215,2021-06-15
OTC Longze Xiongdan Jiaonang,FDA Advisory No. 2021-1216,2021-06-15
OTC Pien Tze Huang® Yindan Pinggan Capsule,FDA Advisory No. 2021-1216,2021-06-15
OTC Qingfei Huatan Wan,FDA Advisory No. 2021-1216,2021-06-15
OTC XINFENG YAOYE Fufang Yuxingcao Pian,FDA Advisory No. 2021-1216,2021-06-15
Zhongsheng Pharma Naoshuantong Jiaonang 0.4g,FDA Advisory No. 2021-1216,2021-06-15
Belladonna Sulfamethoxazole and Trimerhoprim Tablets – Dianqie Huangbianding Pian [as reflected in the package insert],FDA Advisory No. 2021-1217,2021-06-15
Hugan Tablet – Hugan Pian 0.35g [as reflected in the package insert],FDA Advisory No. 2021-1217,2021-06-15
Hugan Tablets 100’s,FDA Advisory No. 2021-1217,2021-06-15
Niuhuang Jiedu Pian,FDA Advisory No. 2021-1217,2021-06-15
Warmen Relinqing Keli,FDA Advisory No. 2021-1217,2021-06-15
Double Prawn Brand Herbal Oil,FDA Advisory No. 2021-1218,2021-06-16
Fufang Shiwei Jiaonang 36’s,FDA Advisory No. 2021-1218,2021-06-16
OTC Fuyang Keli,FDA Advisory No. 2021-1218,2021-06-16
OTC JMJT Jianwei Xiaoshi Pian Wuhan Jianmin Pharmaceutical,FDA Advisory No. 2021-1218,2021-06-16
Galculus Bovis and Metronidazole Capsules – Rengongniuhuang Jiaxiaozuo Jiaonang [as reflected in the package insert],FDA Advisory No. 2021-1219,2021-06-16
LIGE® Sildefanil Citrate Tablets – Juyuansuan Xidinafei Pian 50mg [as reflected in the package insert],FDA Advisory No. 2021-1219,2021-06-16
Niuhuang Jiedu Pian,FDA Advisory No. 2021-1219,2021-06-16
OTC Yiqi Yangxue Koufuye,FDA Advisory No. 2021-1219,2021-06-16
OTC Yuye Jiedu Keli [as reflected in the package insert],FDA Advisory No. 2021-1219,2021-06-16
Complex Protein Peptide 60g (4g x 15),FDA Advisory No. 2021-1220,2021-06-16
OTC Baofukang Shuan [as reflected in the package insert],FDA Advisory No. 2021-1220,2021-06-16
Probiotics 45g (3g x 15),FDA Advisory No. 2021-1220,2021-06-16
Sanyoujianan MedicineTM Nuan Gong Tie,FDA Advisory No. 2021-1220,2021-06-16
yatai® AMP Amoxicillin and Clavulanate Potassium Dispersible Tablets 156.25mg,FDA Advisory No. 2021-1220,2021-06-16
OTC CSKI Compound Camphor Cream – Fufang Zhangnao Rugao [as reflected in the package insert],FDA Advisory No. 2021-1221,2021-06-16
OTC Compound Dexamethasone Acetate Cream,FDA Advisory No. 2021-1221,2021-06-16
OTC MAOXIANG GROUP Shao Tang Shang Ga,FDA Advisory No. 2021-1221,2021-06-16
OTC Zhuangyao Jianshen Wan [as reflected in the package insert],FDA Advisory No. 2021-1221,2021-06-16
YIXIONGXIANGRUI Yaotong Pian,FDA Advisory No. 2021-1221,2021-06-16
Power Ment Herbal 60 ml,FDA Advisory No. 2021-1222,2021-06-16
Haplus Moringa Liniment 60mL,FDA Advisory No. 2021-1223,2021-06-16
"Extra Strength Methyl Salicylate, Camphor, Menthol (Mega Plus) 60 ml",FDA Advisory No. 2021-1225,2021-06-17
"Methyl Salicylate, Camphor, Menthol, Gabon Extract (Haplas Gabon) Liniment Oil Extra Hot 60ml",FDA Advisory No. 2021-1226,2021-06-17
Boehringer Ingelheim Atrovent® 2ml:500μg [Label in foreign language],FDA Advisory No. 2021-1227,2021-06-17
Fufang Shiwei Jiaonang 24’s,FDA Advisory No. 2021-1227,2021-06-17
OTC SINOPHARM Vitamin A and D Capsules [Label in foreign language],FDA Advisory No. 2021-1227,2021-06-17
OTC TENG YAO® Fuyang Keli,FDA Advisory No. 2021-1227,2021-06-17
Zhongsheng Pharma Fufang Xueshuantong Jiaonang,FDA Advisory No. 2021-1227,2021-06-17
Chloramphenicol Eye Drops 8ml:20mg,FDA Advisory No. 2021-1228,2021-06-17
Levocetirizine Hydrochloride Oral Solution 0.05%,FDA Advisory No. 2021-1228,2021-06-17
ORIGINAL® Aspirin Enteric-Coated Tablets 100mg,FDA Advisory No. 2021-1228,2021-06-17
OTC Huoxue Zhitong Jiaonang [as reflected in the package insert],FDA Advisory No. 2021-1228,2021-06-17
OTC Qianlie Shule Jiaonang,FDA Advisory No. 2021-1228,2021-06-17
JMS Methyl Salicylate Georgine Magson Herbal Oil 120 mL,FDA Advisory No. 2021-1313-A,2021-07-02
Bioescent Herbal Oil 60mL,FDA Advisory No. 2021-1314,2021-07-02
Panyawan Plus Linement 60mL,FDA Advisory No. 2021-1314,2021-07-02
New Well Well Miracle Plus Herbal Oil and Muscle Relaxant 60mL,FDA Advisory No. 2021-1315,2021-07-02
Extra large MD® Skin fighter 35g,FDA Advisory No. 2021-1316,2021-07-02
CLEVERLY SELL Banh Pia Chay with Image of Durian (In Foreign Language),FDA Advisory No. 2021-1329,2021-07-02
CLEVERLY SELL Banh Pia Chay with Image of Pineapple (In Foreign Language),FDA Advisory No. 2021-1329,2021-07-02
ENERGY LAWEI SHIZU Instant Noodles in Green and Silver Paper Cup with Devil Cat Cartoon (In Foreign Language),FDA Advisory No. 2021-1329,2021-07-02
ENERGY LAWEI SHIZU Instant Noodles in Red and Silver Paper Cup with Devil Cat Cartoon (In Foreign Language),FDA Advisory No. 2021-1329,2021-07-02
YO! MAN Burdock Wheat Biscuit (In Foreign Language),FDA Advisory No. 2021-1329,2021-07-02
Colossus Medicated Oil 3mL,FDA Advisory No. 2021-1386,2021-07-09
CL Kasoy Oil 60mL,FDA Advisory No. 2021-1387,2021-07-09
EN Hakorre Nouvelle Liniment Oil 60mL,FDA Advisory No. 2021-1388,2021-07-09
Elijah Miracle Oil 70mL,FDA Advisory No. 2021-1389,2021-07-09
Exprim Hair Grower 30mL,FDA Advisory No. 2021-1389,2021-07-09
Menthol + Lemon + Eucalyptus Oil (Rub) 36 gwt.,FDA Advisory No. 2021-1390,2021-07-09
Mistique Hydrocort Cream 20g,FDA Advisory No. 2021-1391,2021-07-09
Sevelamer Carbonate 800 mg Film Coated Tablet 30's,FDA Advisory No. 2021-1392,2021-07-09
Extra Strength Methyl Salicylate Camphor + Menthol (Megaplas®) Liniment Oil 25mL,FDA Advisory No. 2021-1393,2021-07-09
Methyl Salicylate + Camphor (Bioscent) Liniment Oil 60 mL,FDA Advisory No. 2021-1394,2021-07-09
Aciete De Manzanilla 25mL,FDA Advisory No. 2021-1395,2021-07-09
Salicylic Acid Solution 10% 25mL,FDA Advisory No. 2021-1395,2021-07-09
Ginger Healing Ice Angel Massage Oil 60 mL,FDA Advisory No. 2021-1396,2021-07-09
Ice Angel Healing Rub Health & Beauty Products Peppermint 35 grams,FDA Advisory No. 2021-1396,2021-07-09
Methyl Salicylate Camphor+Menthol Extra Strength (Kung Fu) Topical Pain Reliever 25ml,FDA Advisory No. 2021-1397,2021-07-09
OTC Wild Tiger Universal Brand Oil 10ml,FDA Advisory No. 2021-1397,2021-07-09
Dok F Vaporight Essential Oil Eucalyptus,FDA Advisory No. 2021-1398-A,2021-07-09
Neomycin Floucinonide (NSF Cream) 20g,FDA Advisory No. 2021-1399,2021-07-09
OTC AUP® Piyan Ping® Compound Dexamethasone Acetate Cream 20g,FDA Advisory No. 2021-1399,2021-07-09
Acura Pito-Pito Stress Relief & Well Being Aromatherapeutic Massage Oil 50mL,FDA Advisory No. 2021-1400,2021-07-09
Kingson Herbal Oil 60mL,FDA Advisory No. 2021-1401,2021-07-09
Miracle Herb Oil The Natural Herbs 60mL,FDA Advisory No. 2021-1402,2021-07-09
Imodium® Loperamide De Hydrochloride Capsules [Label in Foreign Language],FDA Advisory No. 2021-1403,2021-07-09
OTC Diclofenac Sodium Aerosol,FDA Advisory No. 2021-1403,2021-07-09
OTC Terbinafine Hydrochloride Spray-Yansuan Terbinaifen Penwuji [as reflected in the package insert],FDA Advisory No. 2021-1403,2021-07-09
"Suphorae Flavescentis Radix, Stemonae Radix, Cnidii fructus, Phellodenri Chinensis Cortex",FDA Advisory No. 2021-1403,2021-07-09
XJY® [Label in Foreign Language],FDA Advisory No. 2021-1403,2021-07-09
CSPC® Arbidol Hydrochloride Tablets 0.1g,FDA Advisory No. 2021-1404,2021-07-09
Glutax® 5GS Micro Cellular Ultra Whitening [SecondaryPackaging] Glutax® 5GS [Primary Packaging],FDA Advisory No. 2021-1405,2021-07-09
Povidone Iodine (Repacked Betadine) 10% Solution 15 ml,FDA Advisory No. 2021-1406,2021-07-09
01860235 Long Patch / Short Patch [Label in Foreign Language],FDA Advisory No. 2021-1407,2021-07-09
OTC Kangsen® Xianchaihu Keli,FDA Advisory No. 2021-1407,2021-07-09
OTC Vitamin C Effervescent Tablets,FDA Advisory No. 2021-1407,2021-07-09
OTC “701’ Dieda Zhentong Gao,FDA Advisory No. 2021-1407,2021-07-09
Wei A Suan Rugao 15g,FDA Advisory No. 2021-1407,2021-07-09
Aciclovir Eye Drops 8ml:8mg [Label in Foreign Language],FDA Advisory No. 2021-1408,2021-07-12
OTC Huaijiao Wan,FDA Advisory No. 2021-1408,2021-07-12
OTC Wei C Yingao Pian,FDA Advisory No. 2021-1408,2021-07-12
OTC Wuzi Yangzong Wan,FDA Advisory No. 2021-1408,2021-07-12
"[Label in Foreign Language] Ivory viscous semi-solid preparation packed in aplastic collapsible tube bottle and white opaque screw cap with an aluminum evident-seal, enclosed in a green box with beige color combination.",FDA Advisory No. 2021-1408,2021-07-12
Cisen Mecobalamin Tablets 0.5g,FDA Advisory No. 2021-1409,2021-07-12
Kaiqiao® Tinidazole Tablets 0.5g,FDA Advisory No. 2021-1409,2021-07-12
OTC Hydrotalcite Chewable Tablets-Lü Tansuanmei Jujuepian [as reflected in the package insert],FDA Advisory No. 2021-1409,2021-07-12
Oseltamivir Phosphate Granules 15mg,FDA Advisory No. 2021-1409,2021-07-12
[Label in Foreign Language] Light brownish solution contained in a white opaque plastic bottle and white opaque screw cap enclosed in a yellow box with male Chinese figure.,FDA Advisory No. 2021-1409,2021-07-12
Fengshi Guanjieyan Pian [as reflected in the package insert],FDA Advisory No. 2021-1410,2021-07-12
OTC Clindamycin Hydrochloride and Metronidazole Liniment,FDA Advisory No. 2021-1410,2021-07-12
OTC Lincomycin Hydrochloride and Lidocaine Hydrochloride Gel-Linkemeisu Liduokayin Ningjiao [as reflected in the secondary packaging],FDA Advisory No. 2021-1410,2021-07-12
OTC Sulfur Ointment-Liu Ruangao [as reflected in the package insert],FDA Advisory No. 2021-1410,2021-07-12
OTC Zhichuang Jiaonang [as reflected in the package insert],FDA Advisory No. 2021-1410,2021-07-12
Fluocinonide Cream [Label in Foreign Language],FDA Advisory No. 2021-1411,2021-07-12
Nin Jiom Herbal Candy,FDA Advisory No. 2021-1411,2021-07-12
OTC Clotrimazole Cream,FDA Advisory No. 2021-1411,2021-07-12
OTC Ditong Biyan Shui,FDA Advisory No. 2021-1411,2021-07-12
Sai Mei An San,FDA Advisory No. 2021-1411,2021-07-12
Livzon® Aciclovir Tablets 0.1g,FDA Advisory No. 2021-1412,2021-07-12
OTC Liuwei Dihuang Wan 360’s [as reflected in package insert],FDA Advisory No. 2021-1412,2021-07-12
OTC Tankejing Pian 24 Tablets,FDA Advisory No. 2021-1412,2021-07-12
OTC Tongbianling Jiaonang [as reflected in package insert],FDA Advisory No. 2021-1412,2021-07-12
Oren Herb Specific Niao Xiau Wan 24 Capsules,FDA Advisory No. 2021-1412,2021-07-12
OTC Ditong Biyanshui Penwuji,FDA Advisory No. 2021-1413,2021-07-12
OTC Guo Guang Zhuanggu Shexiang Zhitong Gao,FDA Advisory No. 2021-1413,2021-07-12
[Label in Foreign Language] Semi-solid preparation contained in a white opaque aluminum collapsible tube enclosed in a box with purple color.,FDA Advisory No. 2021-1413,2021-07-12
Dorzolamide & Timolol Maleate Eye Drops BP (Dorsun-T) 5mL,FDA Advisory No. 2021-1414,2021-07-12
Mometasone Aqueous Nasal Spray BP Metospray 10mL,FDA Advisory No. 2021-1414,2021-07-12
Moxifloxacin & Prednisolone Acetate Ophthalmic Suspension (Zoptina-P) Eye Drops 5mL,FDA Advisory No. 2021-1414,2021-07-12
"Ofloxacin, Beclomethasone, Clotrimazole Ear Drops (Otocin) 5mL",FDA Advisory No. 2021-1414,2021-07-12
Desitin® Rapid Relief Zinc Oxide Diaper Rash Cream,FDA Advisory No. 2021-1492,2021-07-12
CHRO-Plus Herbal Oil 60ml,FDA Advisory No. 2021-1506,2021-07-14
Electro Massage Oil 60ml,FDA Advisory No. 2021-1506,2021-07-14
Hannah Comfrey Liniment Oil 60ml,FDA Advisory No. 2021-1506,2021-07-14
New MoringaTM Superior Massage Oil 60ml,FDA Advisory No. 2021-1506,2021-07-14
"V-Moringa Superior Liniment Herb Oil with virgin Coconut Oil, Guyabano and Guava 60ml",FDA Advisory No. 2021-1506,2021-07-14
Soup Wonder Herbal Oil 120 mL,FDA Advisory No. 2021-1525,2021-07-13
FLD Herbal Product Barley Rub Healing Ointment 25 grams,FDA Advisory No. 2021-1526,2021-07-13
Methyl Salicylate 10% 100 mL (Megamagson-Plus) Liniment 60 mL,FDA Advisory No. 2021-1527,2021-07-13
Kirkland Signature Vitamin C 1000 mg Tablet,FDA Advisory No. 2021-1528,2021-07-13
Relaxant Therapy Oil with Luy-A Psicapmo Extract Extreme 60mL,FDA Advisory No. 2021-1529,2021-07-13
Hydrogen Peroxide 10 Volumes 120mL,FDA Advisory No. 2021-1530,2021-07-13
Tincture of Benzalkonium Chloride 25mL,FDA Advisory No. 2021-1530,2021-07-13
Benzalkonium Chloride 25 mL,FDA Advisory No. 2021-1531,2021-07-13
NEO Eucalyptus Oil 15 mL,FDA Advisory No. 2021-1531,2021-07-13
NEO Methyl Salicylate (Oil Of Wintergreen) 25 mL,FDA Advisory No. 2021-1531,2021-07-13
NEO Salicylic Acid 10% Solution 25 mL,FDA Advisory No. 2021-1531,2021-07-13
OTC Carbocysteine Tablets,FDA Advisory No. 2021-1605,2021-07-15
OTC Echeng® Houtongling Pian,FDA Advisory No. 2021-1605,2021-07-15
Crude Medicinal Plant Binisayang Tambal Bugayana Genuine,FDA Advisory No. 2021-1609,2021-07-19
Potassium Alum Sodium Chloride Acetic Acid (Canker Mouth Sore Solution) 4 mL,FDA Advisory No. 2021-1609,2021-07-19
Imada Red Flower Oil 25 mL,FDA Advisory No. 2021-1610,2021-07-19
Imada Red Flower Oil 50 mL,FDA Advisory No. 2021-1610,2021-07-19
Medicare Vaporub 100ml,FDA Advisory No. 2021-1611,2021-07-19
Methyl Salicylate Camphor + Menthol (Amazing Herbal Oil) 250 mL,FDA Advisory No. 2021-1611,2021-07-19
Paracetamol Tablets USP 100mg,FDA Advisory No. 2021-1612,2021-07-19
Nonglading Miracle Oil 70 mL,FDA Advisory No. 2021-1613,2021-07-19
Fusion Rub 16 g,FDA Advisory No. 2021-1614,2021-07-19
Grandma El's Diaper Rash Remedy + Prevention 2 oz,FDA Advisory No. 2021-1615,2021-07-19
Creations Spa Essentials Pain Relief Rub Sleep With Beeswax Ginger Oil & Olive Oil 50 g,FDA Advisory No. 2021-1616,2021-07-19
Petina Compound Tablets 50’s,FDA Advisory No. 2021-1617,2021-07-19
Amazing TouchTM facial lotion Anti-bacterial cleanser with Clindamycin + Thymus Peptides 150 mL,FDA Advisory No. 2021-1618,2021-07-19
New Improved! Zzicianne Arolax Oil with Neem Tree Oil & Lavender 50 mL,FDA Advisory No. 2021-1619,2021-07-19
Non-Acidic Ester-C® 1000 mg with Citrus Bioflavonoids 180 Vegetarian Tablets,FDA Advisory No. 2021-1620,2021-07-19
Non-Acidic Ester-C® 1000 mg with Citrus Bioflavonoids 180 Vegetarian Tablets”,FDA Advisory No. 2021-1620-A,2021-07-19
Medicare Vaporub 100 mL,FDA Advisory No. 2021-1621,2021-07-19
Kasoy Oil Enchanced Formula Anacardium Occidentale w/ Almond Oil New and Improved 60 ml,FDA Advisory No. 2021-1622,2021-07-19
EltroxinTM Tablets 100mcg,FDA Advisory No. 2021-1623,2021-07-19
MadenTM Povidone-Iodine (Thetadine) 10% Solution 30 mL,FDA Advisory No. 2021-1679,2021-07-22
"Methyl Salicylate, Camphor, Menthol, Panyawan Extract, (Haplas Panyawan) 60 ml",FDA Advisory No. 2021-1680,2021-07-22
OTC Si Ji Gan Mao Pian,FDA Advisory No. 2021-1681,2021-07-22
Blackmores Stress Relief Executive B Stress Formula Tablet,FDA Advisory No. 2021-1682,2021-07-22
Ascorbic Acid 500 mg Capsule,FDA Advisory No. 2021-1683,2021-07-22
Natural Green Leaf 2 Ways Inhaler,FDA Advisory No. 2021-1720,2021-07-26
Summer Oil Spa Essential Pain Relief Rub Oliva Organica With Beeswax Ginger Oil & Olive Oil 50 g,FDA Advisory No. 2021-1721,2021-07-26
Made Better Blumea Liniment Oil Mangosteen Turmeric & Salong “The Power of 49 Herb Extracts” with Eucalyptus and Peppermint 60 mL”,FDA Advisory No. 2021-1722,2021-07-26
Perfalgan® Paracetamol 1 g in 100 mL Solution for Infusion 100 mL Vial,FDA Advisory No. 2021-1723,2021-07-26
CCM Bumooly®-S Sol,FDA Advisory No. 2021-1724,2021-07-26
CCM New Hyundai Moolpas®-F,FDA Advisory No. 2021-1724,2021-07-26
Turmeric 500 mg Capsule 100’s,FDA Advisory No. 2021-1725,2021-07-26
Yeye Chun 5000 mg Capsule,FDA Advisory No. 2021-1725,2021-07-26
Yilishen 2800 mg Capsule,FDA Advisory No. 2021-1725,2021-07-26
Lady Guada Aceite De Manzanilla 15 mL,FDA Advisory No. 2021-1726,2021-07-26
Lady Guada Salicylic Acid 15 mL,FDA Advisory No. 2021-1726,2021-07-26
Baineiting Pirenoxine Sodium Eye Drops-Binoukexinna Diyanye 15 mL [as reflected in the package insert],FDA Advisory No. 2021-1727,2021-07-26
Chu Kiang Brand Kang Gu Zeng Sheng Pian Herbal Extractives 100 Tab,FDA Advisory No. 2021-1727,2021-07-26
DK® Liver and Gallbladder Stone Repellent 50 Film-Coated Pastilles,FDA Advisory No. 2021-1727,2021-07-26
Gingko Hypotensor Tablet Auth8tieation of National GMP Modern Natural Botanical Medicines 0.125 g,FDA Advisory No. 2021-1727,2021-07-26
Muhi Mopiko® Ointment 20 g,FDA Advisory No. 2021-1752,2021-07-26
Coralite® Pain Relief Patch Extra Strength Medicated Patch 20’s,FDA Advisory No. 2021-1753,2021-07-26
Lucky Super Soft® Antifungal Athlete’s foot Cream Clotrimazole 1% 1.5 Oz (42.5 g),FDA Advisory No. 2021-1753,2021-07-26
Lucky Super Soft® First Aid Triple Antibiotic Ointment 0.5 Oz (14 g),FDA Advisory No. 2021-1753,2021-07-26
Equaline® Cherry Cough Drops 30’s,FDA Advisory No. 2021-1754,2021-07-26
FamilyTM Care Maximum Strenght Triple + Pain Relief Antibiotic Ointment 0.5 Oz (14 g),FDA Advisory No. 2021-1754,2021-07-26
Lucky Super Soft® Diaper Rash & Skin Protectant Ointment with Vitamin A & D 1.25 Oz (35.4 g),FDA Advisory No. 2021-1754,2021-07-26
Nature’s Lather At Work Lori® Soap Amitraz With Free Milk And Herbs Coat Conditioning Soap 5% Amitraz Solution In Soap Bar 120g + 25g,FDA Advisory No. 2021-1755,2021-07-26
Tropictoral Herbal Syrup,FDA Advisory No. 2021-1756,2021-07-26
Methyl Salicylate Camphor Menthol + Eucalyptus Oil Ruex Herbal Miracle Liniment Oil,FDA Advisory No. 2021-1757,2021-07-26
Ruex Herbal Ointment,FDA Advisory No. 2021-1757,2021-07-26
"BAYER Membantu Menjaga Kesehatan Tulang CDR® Kalsium, Vitamin D, C & B6 4600 mg 10 Tablet Effervescent",FDA Advisory No. 2021-1792,2021-07-27
"GSK Panadol Flu & Batuk Paracetamol, Phenylephrine HCl, Dextromethorpan HBr 1 Blister @ 10 Kaplets",FDA Advisory No. 2021-1792,2021-07-27
Rowatinex® Kapszula Rowa®,FDA Advisory No. 2021-1793,2021-07-27
TO Ninazol Tablets 200 mg,FDA Advisory No. 2021-1793,2021-07-27
Jinling® Sha Hsien Chin Ointment 14 gm,FDA Advisory No. 2021-1794,2021-07-27
Kasoy Oil Enchanced Formula Anacardium Occidentale w/ Almond Oil 60 mL,FDA Advisory No. 2021-1794,2021-07-27
Red Alingatong Herbal Liniment Oil 60 mL,FDA Advisory No. 2021-1795,2021-07-28
Chamomile Oil (Aceite de Manzanilla),FDA Advisory No. 2021-1796,2021-07-28
Pim-Saen Balm Oil Poy-Sian Brand,FDA Advisory No. 2021-1833,2021-07-28
Methyl Salicylate + Camphor + Menthol (Extreme Exceed Panyawan Plus Linement) 30 mL,FDA Advisory No. 2021-1852,2021-08-03
Meiyi Herbs Remedy Healing Oil Ginger & Tea with Ginger Oil Chili Oil & VCO 10 mL,FDA Advisory No. 2021-1853,2021-08-03
Povidone-Iodine (Bethadine) 10% Solution 30 mL,FDA Advisory No. 2021-1872,2021-08-03
Botulinum Toxin Type A Botulax® 100 Units/Vial,FDA Advisory No. 2021-1873,2021-08-03
"Medi Hub Lipo Lab PPC Solution Phosphatidylcholine 1,000 mg 10 mL",FDA Advisory No. 2021-1873,2021-08-03
SQSC Tung-Hai Fish Liver Oil,FDA Advisory No. 2021-1874,2021-08-03
Maridan® Balsamo Carminativo 3% Solution 30 mL,FDA Advisory No. 2021-1875,2021-08-03
Powerscent White Penetrating Pain Reliever 100 mL,FDA Advisory No. 2021-1876,2021-08-03
Tanglad Haplacious Oil 60 mL,FDA Advisory No. 2021-1876,2021-08-03
Antifebrile Posted [as reflected in the primary packaging],FDA Advisory No. 2021-1877,2021-08-03
Povidine-Iodine (Vetadine) 10% Solution 15 mL,FDA Advisory No. 2021-1878,2021-08-04
Methyl Salicylate Camphor + Menthol (Extra Strenght Kung Fu) 25 mL,FDA Advisory No. 2021-1879,2021-08-04
Methyl Salicylate Camphor + Menthol (Kung Fu) 25 mL,FDA Advisory No. 2021-1879,2021-08-04
Unimex® Uni-Wipe Alcohol Swab 70% Isopropyl Alcohol 100pcs.,FDA Advisory No. 2021-1880,2021-08-03
AOS Health & Beauty Solutions Vegie MaxTM Essential Oil 60 mL,FDA Advisory No. 2021-1881-A,2021-08-05
Prostate Gland Pills (Specific Kai Kit Pill) 90's,FDA Advisory No. 2021-1882,2021-08-05
Narinch Eye Care Eye Relief 15 mL,FDA Advisory No. 2021-1883,2021-08-05
Extra Strong Lana Milagrosa Body Pains,FDA Advisory No. 2021-1884,2021-08-05
Hallelujah Eucalyptus Roll-on Rub 10 mL,FDA Advisory No. 2021-1885,2021-08-05
Coralite Pain Relief Patch Extra Strength Medicated Patch,FDA Advisory No. 2021-1886,2021-08-05
Compound Sulfamethoxazole Tablets - Fufang Huang'an Jia'ezuo Pian,FDA Advisory No. 2021-1887,2021-08-05
Dok F® Eye Solution (Patented Herbal Eyewash) 12 mL,FDA Advisory No. 2021-1921,2021-08-09
OTC Compound Dexamethasone Acetate Cream (Unguentum) 20 g,FDA Advisory No. 2021-1922,2021-08-09
Methyl Salicylate Menthol + Camphor (Shanne Classic Liniment) 60 mL,FDA Advisory No. 2021-1923,2021-08-09
BSI Medicated Plaster,FDA Advisory No. 2021-1926,2021-08-09
Lady Guada Oil of Wintergreen 60 mL,FDA Advisory No. 2021-1927,2021-08-09
"Chlorbutol, Benzocaine & Paradichlorobenzene (WaxsolTM) Ear Drops 10 mL",FDA Advisory No. 2021-1928,2021-08-09
Ofloxacin (Omflox) Ophthalmic Solution U.S.P. Eye/Ear Drops 5 mL,FDA Advisory No. 2021-1928,2021-08-09
"Ofloxacin, Beclomethasone Dipropionate, Clotrimazole, Lignocaine HCl (Otoquad PlusTM) Ear Drops 5 mL",FDA Advisory No. 2021-1928,2021-08-09
"Ofloxacin, Dexamethasone (Omflox-DX) Ophthalmic Solution U.S.P. Eye/Ear Drops 5 mL",FDA Advisory No. 2021-1928,2021-08-09
Tobramycin & Dexamethasone (Tobracin-DM) Ophthalmic Suspension U.S.P. Eye Drops 10 mL,FDA Advisory No. 2021-1928,2021-08-09
Povidone Iodine (Repacked Betadine) 10% solution 60 mL,FDA Advisory No. 2021-1929,2021-08-07
Natural Green Leaf Med Oil 3 mL + 0.5 mL Free,FDA Advisory No. 2021-1930,2021-08-10
Natural Green Leaf® Haplos Green Balm Menthol 10 g,FDA Advisory No. 2021-1930,2021-08-10
Povidone -Iodine (Betadine) 10% Solutio,FDA Advisory No. 2021-1931-A,2021-08-07
Povidone -Iodine (Betadine) 10% Solution,FDA Advisory No. 2021-1931,2021-08-07
Power Scent Herbal Oil Shiatzo Theraphy,FDA Advisory No. 2021-1932,2021-08-07
Aceite De Alcamforado 120 mL,FDA Advisory No. 2021-1933,2021-08-07
MadenTM Povidone –Iodine (Thetadine) 60 mL,FDA Advisory No. 2021-1934,2021-08-07
Povidone-Betadine 30 mL,FDA Advisory No. 2021-1935,2021-08-07
Aceite De Manzanilla (Citro Baby with Citronella) 50 mL,FDA Advisory No. 2021-1968,2021-08-10
Methyl Salicylate + Menthol + Camphor (Citro Herbal Liniment Oil Citronella) 30 mL,FDA Advisory No. 2021-1968,2021-08-10
Escential Liniment A Herbal Massage Oil,FDA Advisory No. 2021-1969,2021-08-10
Miracle Oil Herbal Essence 60 mL,FDA Advisory No. 2021-1969,2021-08-10
Methyl Salicylate Menthol + Camphor (Shanne) Premium Liniment 60 mL,FDA Advisory No. 2021-1970,2021-08-10
OTC Shexiang Qufengshi Gao,FDA Advisory No. 2021-1971,2021-08-10
Kesitah Aromatic Oil For Body Massage 60 mL,FDA Advisory No. 2021-1972,2021-08-10
New! Pito-Pito Healing Spirits Herbal Wonder Oil 60 mL,FDA Advisory No. 2021-1973,2021-08-10
Methyl Salicylate Menthol + Camphor (Manay Sol with Real Panyawan) 60 mL,FDA Advisory No. 2021-1974,2021-08-10
Natural Green Leaf 2 Ways Inhaler (Inhale and Apply),FDA Advisory No. 2021-1975,2021-08-10
Hilbas Liniment Oil 60 mL,FDA Advisory No. 2021-1976,2021-08-10
Global Touch TM Classic Cashew Shell Oil,FDA Advisory No. 2021-1977,2021-08-10
Global Touch TM Pure Cashew Shell Oil,FDA Advisory No. 2021-1977,2021-08-10
IVM15MG0622,FDA Advisory No. 2021-1978,2021-08-10
MEGA We Care Acnotin 10 (Isotretinoin) USP 10 mg,FDA Advisory No. 2021-1979,2021-08-10
Aceite De Alcamforado 15 mL,FDA Advisory No. 2021-1980,2021-08-10
