Product Name,Advisory Number,Date Posted
OTC Z36021451 [Label in foreign language],FDA Advisory No. 2024-0576,2024-11-04
"Diprivan® (Propofol) Injectable Emulsion, USP 200 mg per 20 mL (10 mg per mL) 20 mL Vial",FDA Advisory No. 2024-0637,2024-04-22
"Ropivacaine HCl Injection, USP 0.5% 150 mg/ 30 mL (5 mg/mL) 30 mL Single-Dose Vial",FDA Advisory No. 2024-0637,2024-04-22
Yulin Yun Xiang Jing 30 C.C.,FDA Advisory No. 2024-0638,2024-04-25
Yulin Zheng Gu Shui 30mL,FDA Advisory No. 2024-0638,2024-04-25
Echeng Qianbai Biyan Pian,FDA Advisory No. 2024-0640,2024-04-30
Nin Jiom Pei Pa Koa [Label in foreign language],FDA Advisory No. 2024-0640,2024-04-30
OTC LN Bromohexine Hydrochloride Tablet,FDA Advisory No. 2024-0640,2024-04-30
OTC Shumi Jiaonang [as reflected in package insert],FDA Advisory No. 2024-0640,2024-04-30
Lido-Jel Topical Anesthetic Gel Strawberry Flavor 30GMS,FDA Advisory No. 2024-0641,2024-04-25
Bodymate 70% Isopropyl Alcohol Antiseptic Sanitizer 500 mL,FDA Advisory No. 2024-0653,2024-04-25
Recombinant Human Erythropoietin Injection IP 4000 IU (Renocrit TM 4000) Single dose pre-filled syringe of 4000 IU/ 0.4 mL,FDA Advisory No. 2024-0742,2024-06-05
Chlorzoxazone 0.29 Tablet g,FDA Advisory No. 2024-0743,2024-06-05
GUANG HUI Compound Ketoconazole Cream,FDA Advisory No. 2024-0743,2024-06-05
JUCISHAN® Dexamethasone Sodium Phosphate Injection 1 mL : 5 mg Ampoule,FDA Advisory No. 2024-0743,2024-06-05
OTC JUCISHAN Sodium Cromoglicate Eye Drops,FDA Advisory No. 2024-0743,2024-06-05
Recombinant Human Erythropoietin Injection IP 4000 IU (Renocrit TM 4000) Single dose pre-filled syringe of 4000 IU/ 0.4 mL,FDA Advisory No. 2024-0743-A,2024-06-05
NANZ i-Drops 15ml,FDA Advisory No. 2024-0744,2024-06-05
Haima Baji Jiaonang,FDA Advisory No. 2024-0745,2024-06-05
OTC GOLDEN SUN Clindamycin Hydrochloride Gel,FDA Advisory No. 2024-0745,2024-06-05
OTC Loratadine Tablets,FDA Advisory No. 2024-0745,2024-06-05
OTC Metronidazole and Chlorhexidine Lotion,FDA Advisory No. 2024-0745,2024-06-05
Dawnrays Levocetirizine Dihydrochloride Tablets 5mg,FDA Advisory No. 2024-0746,2024-06-05
Lihua Bidouyan Pian [as translated],FDA Advisory No. 2024-0746,2024-06-05
MINSHENG Tobramycin and Dexamethasone Eye Drops 5mL,FDA Advisory No. 2024-0746,2024-06-05
OTC Topfond Luleitading Pian Loratadine Tablets,FDA Advisory No. 2024-0746,2024-06-05
TRT Pharma Pifubing Xuedu Wan,FDA Advisory No. 2024-0746,2024-06-05
OTC Erythromycin Ointment 5g,FDA Advisory No. 2024-0747-A,2024-06-05
Partners® Alcohol Pads 75% Ethyl Alcohol,FDA Advisory No. 2024-0750,2024-05-08
Glutax® 4000GS Cell Rejuvenation Softgel 60’s,FDA Advisory No. 2024-0751,2024-05-08
Natural Eye Drops 15 mL (250 drops),FDA Advisory No. 2024-0752,2024-05-08
Tetanus Antitoxin 1500I.U./0.75ML Solution for Injection (I.M./S.C.),FDA Advisory No. 2024-0754-A,2024-05-08
Kidneys Nano 20 Effervescent,FDA Advisory No. 2024-0755,2024-05-13
BAIAN Lishou Fuling Jiaonang,FDA Advisory No. 2024-0756,2024-05-09
"BIO SKIN I.V. Bio Collagen Stem Cell Extract 10,000 mg/ Ampoule 5 mL",FDA Advisory No. 2024-0756,2024-05-09
Premium Power-Cell Lucchini 2 mL,FDA Advisory No. 2024-0756,2024-05-09
Thai FD Pueraria Mirifaca Compound Capsule 100’s,FDA Advisory No. 2024-0756,2024-05-09
WOWRINA Compound Pueraria Mi rifica Capsule Quara Botanical 60 Capsules,FDA Advisory No. 2024-0756,2024-05-09
Laroscorbine Platinium E-UR Gold®,FDA Advisory No. 2024-0757,2024-05-09
NBK Finasten Tab. 1mg (Finasteride),FDA Advisory No. 2024-0757,2024-05-09
UnivaaxTM PYROGEN FREE STERILE WATER FOR INJECTION I.P. 5 mL,FDA Advisory No. 2024-0757,2024-05-09
VITAMIN C INJECTION 500 mg/ 2ml I.M./I.V.,FDA Advisory No. 2024-0757,2024-05-09
Vitamin B Complex Injection (Polywin) 2 mL,FDA Advisory No. 2024-0757,2024-05-09
Fluocinonide Cream 20g:5mg,FDA Advisory No. 2024-0758,2024-05-14
S-Nature Hilbas Plus Herbal Oil 30mL,FDA Advisory No. 2024-0770,2024-05-15
Fairwin Freedom & Wellness Feel Well Rub 15gms.,FDA Advisory No. 2024-0771,2024-05-15
"Mineral Eye Drops Natural Source, Perfect Solution",FDA Advisory No. 2024-0772,2024-05-15
Tin’s Organics Herbs & Mint Herbal Mentholated Rub,FDA Advisory No. 2024-0772,2024-05-15
Balsamo Carminativo 60 mL,FDA Advisory No. 2024-0794,2024-05-24
Camphor + Menthol + Methyl Salicylate (Dragon Balm) 15 g/15g/10mL/ 100g 20g,FDA Advisory No. 2024-0795,2024-05-24
Salicylic Acid 1.05mL + Sulfur Powder 1.05g + Camphor Powder 0.7g + Menthol Crystal 0.15g + Eucalyptus Oil 0.14mL (Dragon Skin Ointment),FDA Advisory No. 2024-0795,2024-05-24
Calcium Gluconate + Oral Rehydration Salts + Vitamin D3 + Fenugreek (Dextrolyte® Lacta) 5g Soluble Powder,FDA Advisory No. 2024-0796,2024-05-23
Dextrose Anhydrous + Sodium Chloride + Sodium Citrate Dihydrate + Potassium Chloride (Dextrolyte®) 5g Soluble Powder,FDA Advisory No. 2024-0796,2024-05-23
Prolific Tails D-Glucose Monohydrate Dextrose Powder 99.9% Glucose monohydrate 100 grams,FDA Advisory No. 2024-0796,2024-05-23
Lidocain 10% Thuôc Phun Mù Lidocaine 38 g,FDA Advisory No. 2024-0798,2024-05-27
Sumifun® Capsicum Plaster – Hot 8 Patches 70 mm*10 mm,FDA Advisory No. 2024-0799,2024-05-23
"Supreme Isopropyl Alcohol 70% Solution with Dual Moisturizer, Aloe Vera Extract and Tea Tree Oil with Fresh Scent 150mL",FDA Advisory No. 2024-0799,2024-05-23
Battlecock Amino Acids + Vitamin E + Probiotic + L- Carnitine ( El Toro) Tablet 100’s,FDA Advisory No. 2024-0800,2024-05-23
Battlecock Multivatamins + Minerals + B Complex + Electrolyte + Amino Acids + Prebiotics (VitminPro 357) Tablet 100’s,FDA Advisory No. 2024-0800,2024-05-23
"Battlecock Paracetamol + Sulfadiazine Sodium + Trimethoprim + Sulfaclozine Sodium, (Sulpar QR) Tablets 100’s",FDA Advisory No. 2024-0800,2024-05-23
Battlecock Phenothiazine + Dibutyltin Dilaurate + Piperazine (Wormal) 500 mg/130 mg/75 mg Tablet 100’s,FDA Advisory No. 2024-0800,2024-05-23
Tylosin Phosphate + Amoxicillin Trihydrate + Paracetamol (Premoxil 550) 220 mg/50 mg/10 mg Tablet 100’s,FDA Advisory No. 2024-0800,2024-05-23
Cimetidine Injection 2mL:0.2g Ampule,FDA Advisory No. 2024-0803,2024-05-31
Compound Bismuth Subnitrate Tablets,FDA Advisory No. 2024-0803,2024-05-31
Jingxin Pharmceutical Roxithromycin Capsules 0.15g,FDA Advisory No. 2024-0803,2024-05-31
Niaosu Ruangao,FDA Advisory No. 2024-0803,2024-05-31
OTC Dextromethorphan Hydrobromide Syrups,FDA Advisory No. 2024-0803,2024-05-31
OTC Fufang Cusuan Disaimisong Rugao – Compound Dexamethasone Acetate Cream [As reflected in the package insert],FDA Advisory No. 2024-0804,2024-05-31
OTC SK&F Panadol [As reflected in the secondary packaging] OTC Duiyixiananjifen Pian – Paracetamol Tablets [As reflected in the package insert],FDA Advisory No. 2024-0804,2024-05-31
OTC Vitamin C Effervescent Tablets [As reflected in the primary packaging] OTC Weishengsu C Paoteng Pian – Vitamin C Effervescent Tablets [As reflected in the package insert],FDA Advisory No. 2024-0804,2024-05-31
Tobramycin Dexamethasone Eye Drops 5 mL,FDA Advisory No. 2024-0804,2024-05-31
HASEN® Yansuan Linkemeisu Zhusheye – Lincomycin Hydrochloride Injection 1mL:0.2g Ampoule,FDA Advisory No. 2024-0805,2024-05-31
OTC Vitamin E Soft Capsules,FDA Advisory No. 2024-0805,2024-05-31
"OTC mamiai® Combined B. Subtilis and E. Faecium Granules With Multivitamines, Live Medilac-Vita®",FDA Advisory No. 2024-0805,2024-05-31
PHARM® Cefixime Dispersible Tablets 100mg,FDA Advisory No. 2024-0805,2024-05-31
Triamcinolone Acetonide Nasal Spray 120 doses,FDA Advisory No. 2024-0805,2024-05-31
FAREVER Ribavirin Eye Drops 8mL:8mg,FDA Advisory No. 2024-0806,2024-05-31
Fluocinonide Cream 10g:2.5mg,FDA Advisory No. 2024-0806,2024-05-31
Hydrobenzole Hydrochloride Eye Drops 8mL:8 mg,FDA Advisory No. 2024-0806,2024-05-31
OTC FRONT Keneizou Rugao – Clotrimazole Cream [As reflected in the package insert],FDA Advisory No. 2024-0806,2024-05-31
OTC NANYANG® Mengtuoshisan,FDA Advisory No. 2024-0806,2024-05-31
Cefradine Capsules 0.25g,FDA Advisory No. 2024-0818,2024-06-06
Guoyaozhinzhi Qianlie Shule Jiaonang 48 Capsules,FDA Advisory No. 2024-0818,2024-06-06
Hong yu jin hong tang Shujinhouxuepian,FDA Advisory No. 2024-0818,2024-06-06
Lianhua Qingwen Keli,FDA Advisory No. 2024-0818,2024-06-06
OTC Xiangsha Yangwei Wan 200 pills [as reflected in the package insert],FDA Advisory No. 2024-0818,2024-06-06
Guangxin Panacis Quinquefolii Radix,FDA Advisory No. 2024-0819,2024-06-06
OTC Hongmeisu Rungao Erythromycin Ointment [As reflected in the package insert],FDA Advisory No. 2024-0819,2024-06-06
OTC Tongqiaobiyanpian,FDA Advisory No. 2024-0819,2024-06-06
Moroxydine Hydrochloride Tablets 0.1g,FDA Advisory No. 2024-0820,2024-06-06
OTC Ranitidine Hydrochloride Capsules 0.15g,FDA Advisory No. 2024-0820,2024-06-06
"Shou Feng Qi Zheng [as translated, label in foreign language]",FDA Advisory No. 2024-0820,2024-06-06
Yellow River [Label in foreign language],FDA Advisory No. 2024-0820,2024-06-06
DOCTOR BEAR Cefixime Granules 50 mg,FDA Advisory No. 2024-0821,2024-06-06
Disaimisong Linsuanna Zhusheye – Dexamethasone Sodium Phosphate Injection 1ml:5mg Ampoule,FDA Advisory No. 2024-0821,2024-06-06
OTC Fufang Yuchuangmufenhuangsuanjia Koufu Rongye,FDA Advisory No. 2024-0821,2024-06-06
OTC TAITA Cusuan Disaimisong Kouqiang Tiepian – Dexamethasone Acetate Oral Mucoadhesive Patches [As reflected in the package insert],FDA Advisory No. 2024-0821,2024-06-06
Quingkailing Zhusheye 10 mL Ampoule [As reflected in the package insert],FDA Advisory No. 2024-0821,2024-06-06
H41021606 [Label in foreign language],FDA Advisory No. 2024-0822,2024-06-06
HS® [Label in foreign language],FDA Advisory No. 2024-0822,2024-06-06
LT H41022843 [Label in foreign language],FDA Advisory No. 2024-0822,2024-06-06
OTC G® Keteling Pian Tablet,FDA Advisory No. 2024-0822,2024-06-06
OTC H42020606 [Label in foreign language],FDA Advisory No. 2024-0822,2024-06-06
The Daily® Essencials Ethyl Alcohol 70% Solution 500 mL,FDA Advisory No. 2024-0830,2024-06-06
Chang Chow Pien Tze Huang Gan Bao Tablets,FDA Advisory No. 2024-0832,2024-06-06
Fluconazole Capsules 0.15g,FDA Advisory No. 2024-0832,2024-06-06
OTC Huanglian Shangqing Wan,FDA Advisory No. 2024-0832,2024-06-06
OTC Longdan Xiegan Wan,FDA Advisory No. 2024-0832,2024-06-06
Desonide Cream 15g 0.05%,FDA Advisory No. 2024-0833,2024-06-06
Huifa Zhisuning Pian,FDA Advisory No. 2024-0833,2024-06-06
Mogashan Libaweilin Pian Ribavirin Tablets 0.1g [as reflected in package insert],FDA Advisory No. 2024-0833,2024-06-06
OTC Guipi Wan,FDA Advisory No. 2024-0833,2024-06-06
Green Grass Embrocation 60mL,FDA Advisory No. 2024-0834,2024-06-06
White Bear Brand Relaxed Balm 8 mL,FDA Advisory No. 2024-0835,2024-06-06
Defender 70% Ethyl Alcohol Solution with Moisturizer 250 mL,FDA Advisory No. 2024-0836,2024-07-06
Kanari 70% Ethyl Alcohol Solution with Moisturizer Cucumber Melon Scent 500 mL,FDA Advisory No. 2024-0836,2024-07-06
OTC Yiqi Yangxue Koufuye [as reflected in the package insert],FDA Advisory No. 2024-0892,2024-06-14
Quanlieshule Ruanjiaonang [as reflected in the package insert],FDA Advisory No. 2024-0892,2024-06-14
Sinopharm Dexamethasone Acetate Cream 10g:5mg,FDA Advisory No. 2024-0892,2024-06-14
Yougui Wan,FDA Advisory No. 2024-0892,2024-06-14
AstraZeneca Bricanyl® 2.5mg Tablets [Label in foreign language],FDA Advisory No. 2024-0893,2024-06-14
Mikuimote Rugao – Imiquimod Cream [As reflected in the package insert],FDA Advisory No. 2024-0893,2024-06-14
OTC Keteling Pian,FDA Advisory No. 2024-0893,2024-06-14
OTC Naphazoline Hydrochloride Chlorphenamine Maleate and Vitamin B12 Eye Drops 10 mL,FDA Advisory No. 2024-0893,2024-06-14
OTC Pearl Eye Drops,FDA Advisory No. 2024-0893,2024-06-14
gsk Panadol Cam Cum 500 mg + 25 mg + 5 mg Tablets,FDA Advisory No. 2024-1002,2024-07-19
gsk Panadol Extra Paracetamol + Caffeine 500 mg + 65 mg Tablet,FDA Advisory No. 2024-1002,2024-07-19
Defender 70 Isopropyl Alcohol Solution with Moisturizer 500 mL,FDA Advisory No. 2024-1003,2024-07-19
"Supreme 70 % Solution Isopropyl Alcohol with Dual Moisturizer, Aloe Vera Extract, Tea Tree Oil and Vitamin E 500 mL",FDA Advisory No. 2024-1003,2024-07-19
"Supreme 70% Solution Ethyl Alcohol with Dual Moisturizer, Aloe Vera Extract, Tea Tree Oil and Vitamin E 500 mL",FDA Advisory No. 2024-1003,2024-07-19
UPSA SAS France Efferalgan® Paracetamol 500 mg Effervescent Tablet,FDA Advisory No. 2024-1004,2024-07-19
H41021606 [Label in foreign language],FDA Advisory No. 2024-1005,2024-07-29
HS® [Label in foreign language],FDA Advisory No. 2024-1005,2024-07-29
LT H41022843 [Label in foreign language],FDA Advisory No. 2024-1005,2024-07-29
OTC G® Keteling Pian Tablet,FDA Advisory No. 2024-1005,2024-07-29
OTC H42020606 [Label in foreign language],FDA Advisory No. 2024-1005,2024-07-29
Minyak Batu Sai Kong,FDA Advisory No. 2024-1006,2024-05-09
Verapamil HCI Injection USP 5 mg (2.5 mg/mL) 2 mL,FDA Advisory No. 2024-1007,2024-07-29
MS® Miao Skin Firster 15g,FDA Advisory No. 2024-1008,2024-07-30
Hong Shi Zhisuning Pian,FDA Advisory No. 2024-1009,2024-07-29
Lufen Huang Min Pian Compound Diclofenac Sodium and Chlorphenamine Maleate Tablet [As reflected in the package insert],FDA Advisory No. 2024-1009,2024-07-29
OTC Ganmao Qingre Keli,FDA Advisory No. 2024-1009,2024-07-29
Pule’ an Pian [As reflected in the package insert],FDA Advisory No. 2024-1009,2024-07-29
Yaoxitong Jiaonang [As reflected in the package insert],FDA Advisory No. 2024-1009,2024-07-29
Diclofenac Sodium Sustained Release Capsules 0.1g,FDA Advisory No. 2024-1010,2024-07-29
OTC Lixiao Zhuangyaojianshen Wan,FDA Advisory No. 2024-1010,2024-07-29
OTC Yulin® Shiduqing Jiaonang,FDA Advisory No. 2024-1010,2024-07-29
Extra Strength Glutathione Collagen Glow Anti-Aging Formula 60 Gummies,FDA Advisory No. 2024-1011,2024-07-29
Glutathione Collagen Glow 60 Gummies,FDA Advisory No. 2024-1011,2024-07-29
Nature Glow Glutathione Collagen Glow 30 Gummies,FDA Advisory No. 2024-1011,2024-07-29
Aciclovir Eye Drops 8ml:8 mg,FDA Advisory No. 2024-1012,2024-07-26
Baogong Zhixue Keli,FDA Advisory No. 2024-1012,2024-07-26
Shu Jin Hou Xue Pian,FDA Advisory No. 2024-1012,2024-07-26
Sino-TCM OTC Zu Guang San,FDA Advisory No. 2024-1012,2024-07-26
"Gentamycin Sulfate, Procaine Hydrochloride, and Vitamin B12 Capsule",FDA Advisory No. 2024-1014,2024-07-26
Ginwa Transfer Factor Oral Solution 10mL x 6,FDA Advisory No. 2024-1014,2024-07-26
OTC Bazhen Yimu Wan,FDA Advisory No. 2024-1014,2024-07-26
Round Pink Coated Tablets 50’s,FDA Advisory No. 2024-1015,2024-07-26
Care of Your Health Alcohol Pads Saturated with 70% Isopropyl Alcohol 100 Pcs,FDA Advisory No. 2024-1016,2024-07-26
Dawnrays Amlodipine Besylate Tablets 5mg,FDA Advisory No. 2024-1018,2024-07-26
OTC Triamcinolone Acetonide Acetate and Miconazole Nitrate and Neomycin Sulfate Cream,FDA Advisory No. 2024-1018,2024-07-26
Xiong Dan Zhi Chuang Gao,FDA Advisory No. 2024-1018,2024-07-26
Lanoxin (Digoxin) Tablets 0.25mg 25’s,FDA Advisory No. 2024-1019,2024-07-26
Remdesivir (Rembosch) 100 mg Lyophilized Powder for Infusion I.V.,FDA Advisory No. 2024-1019,2024-07-26
Toothache Drops 1⁄4 oz,FDA Advisory No. 2024-1020,2024-07-19
L.A. Aceite De Alcamforado 25 mL,FDA Advisory No. 2024-1045,2024-08-15
OTC 999 Ganmaoling Jiaonang [Mark as TRTCM “1”],FDA Advisory No. 2024-1074,2024-07-08
Tsunami® Inhaler 0.9 g [Mark as TRTCM “3”],FDA Advisory No. 2024-1074,2024-07-08
Vitamin C effervescent tablets Solid beverage [Mark as TRTCM “2”],FDA Advisory No. 2024-1074,2024-07-08
NAVET-AFSVAC,FDA Advisory No. 2024-1190,2024-08-22
AlcalisTM onecare® 2.8 g Sachet,FDA Advisory No. 2024-1224,2024-05-09
KPIC REFINED JUK TSYN SHIU DUO WAN PILLS 100'S,FDA Advisory No. 2024-1225-A,2024-09-09
"KUMO SUPREME WHITE Coenzyme Q10 2,500 mg, Vegetal Placenta 10,000 mg, Ascorbic Acid 2,000 mg",FDA Advisory No. 2024-1228,2024-09-17
"KUMO SUPREME WHITE Glutathione 300,000 mg, Amino Acid 2,500 mg",FDA Advisory No. 2024-1228,2024-09-17
"KUMO SUPREME WHITE Natural Collagen 5,000 mg, Celergen Stem Cell Extract Nano Alpha Lipoic 10,000 mg, Acid Plus (N-ALA + ) 5,000 mg",FDA Advisory No. 2024-1228,2024-09-17
Medivac Coryza B Inactivated Suspension Vaccine 10 mL,FDA Advisory No. 2024-1308,2024-02-10
BAIPAI Nuangong Yunzi Wan,FDA Advisory No. 2024-1309,2024-02-10
Furosemide Injection 2mL:20mg,FDA Advisory No. 2024-1309,2024-02-10
OTC Calcium and Zinc Gluconates Oral Solution,FDA Advisory No. 2024-1309,2024-02-10
OTC Putaotangsuanyatie Tangjiang Vial,FDA Advisory No. 2024-1309,2024-02-10
Topfond Meheco Lincomycin Hydrochloride Injection-Yansuan Linkemeisu Zhusheye [As reflected in package insert],FDA Advisory No. 2024-1309,2024-02-10
Medivac Gumboro A Freeze-Dried live vaccine against Infectious Bursal Disease (IBD/Gumboro disease) in poultry 100 doses; [Diluent]: LD® Vaccine Solvent for 100 doses,FDA Advisory No. 2024-1310,2024-02-10
Chlorphenamine Maleate Injection 1ml:10mg,FDA Advisory No. 2024-1311,2024-02-10
OTC Clotrimazole Suppository – Kemeizu Shuan [As reflected in package insert],FDA Advisory No. 2024-1311,2024-02-10
OTC Huoxue Zhitong Jiaonang 0.25g Capsule,FDA Advisory No. 2024-1311,2024-02-10
OTC SINO-TCM Fufang Zhenzhu Anchuang Pian [As reflected in package insert],FDA Advisory No. 2024-1311,2024-02-10
Simvastatin 10 mg Tablets,FDA Advisory No. 2024-1311,2024-02-10
HUAYI® Vitamin C Injection 2ml:0.5g Ampoule,FDA Advisory No. 2024-1312,2024-02-10
Itraconazole Capsules 0.1g,FDA Advisory No. 2024-1312,2024-02-10
Norfloxacin Capsules 0.1 g,FDA Advisory No. 2024-1312,2024-02-10
RHP® Fusaimi Zhusheye – Furosemide Injection 2ml:20mg,FDA Advisory No. 2024-1312,2024-02-10
OTC Buzhong Yiqi Wan,FDA Advisory No. 2024-1313,2024-02-10
OTC Chang Kang Pian,FDA Advisory No. 2024-1313,2024-02-10
OTC JFKPG Jingfukang Keli,FDA Advisory No. 2024-1313,2024-02-10
OTC Oral Rehydration Salts Powder – Koufu Buyeyan San [As reflected in package insert],FDA Advisory No. 2024-1313,2024-02-10
Zhendong Guizhi Fu Ling Wan,FDA Advisory No. 2024-1313,2024-02-10
AstraZeneca Betaloc Metropolol Tartrate Tablets – Jiushisuan Meituoluo’er Pian [As reflected in package insert],FDA Advisory No. 2024-1314,2024-02-10
Nifedipine Sustained-released Tablets 10 mg,FDA Advisory No. 2024-1314,2024-02-10
OTC FRONT® Cusuan Qu’annaide Rugao – Triamcinolone Acetonide Acetate Cream [As reflected in package insert],FDA Advisory No. 2024-1314,2024-02-10
Tongmai Keli 20 g granules,FDA Advisory No. 2024-1314,2024-02-10
Win-hey® Xuesaitong Pian 0.068 g (25 mg),FDA Advisory No. 2024-1314,2024-02-10
Cefuroxim 500 mg (Dúói dang cefuroxime axeti) VIDIPHA,FDA Advisory No. 2024-1315,2024-02-10
Lorucet-10 LORATADINE TABLETS 10 mg,FDA Advisory No. 2024-1315,2024-02-10
MEDLICET vièn nèn Cetirizine Dihydrochloride 10 mg,FDA Advisory No. 2024-1315,2024-02-10
Zaromax Japan GMP 500 Azithromycin,FDA Advisory No. 2024-1315,2024-02-10
Micosin 30 mL,FDA Advisory No. 2024-1317-A,2024-02-10
OTC 999 Compound Dexamethasone Acetate Cream – Fufang Cusuandisaimisong Rugao [As reflected in the package insert],FDA Advisory No. 2024-1318,2024-08-10
XIN SHENG TAI TANG® Niu Huang Jie Du Pian,FDA Advisory No. 2024-1318,2024-08-10
Flunarizine Hydrochloride Capsules 5mg Yansuan Funguiliqin Jiaonang [As reflected in the package insert],FDA Advisory No. 2024-1320,2024-08-10
Furen Pharmacy Jin Gang Teng Jiao Nang,FDA Advisory No. 2024-1320,2024-08-10
HOMESUN Levofloxacin Hydrochloride 0.1g Tablets,FDA Advisory No. 2024-1320,2024-08-10
Spycda MoxiFloxacin Hydrochloride Tablets 0.4g,FDA Advisory No. 2024-1320,2024-08-10
Valaciclovir Hydrochloride Tablets 0.15g,FDA Advisory No. 2024-1320,2024-08-10
Compound Glycyrrhizin Tablets,FDA Advisory No. 2024-1321,2024-09-10
Dahuoluo Wan 3.5g,FDA Advisory No. 2024-1321,2024-09-10
Kang Gong Yan Pian,FDA Advisory No. 2024-1321,2024-09-10
OTC Bayer Drospirenone + Ethinylestradiol (Yasmin®) Quluotong Quecichun Pian [As reflected in package insert],FDA Advisory No. 2024-1321,2024-09-10
Lido-Jel Topical Anesthetic Gel Watermelon Flavor 30 GMS,FDA Advisory No. 2024-1322,2024-02-10
CSH NEW [Label in foreign language],FDA Advisory No. 2024-1323,2024-09-10
Galculus Bovis and Metronidazole Capsules – Rengongniuhuang Jiaxiaozuo Jiaonang [ As reflected in the package insert],FDA Advisory No. 2024-1323,2024-09-10
Dabaidu Jiaonang 0.5g,FDA Advisory No. 2024-1324,2024-02-10
HJBC Transfer Factor Capsules 3mg:100μg,FDA Advisory No. 2024-1324,2024-02-10
OTC Mingmu Shangqing Pian [As reflected in package insert],FDA Advisory No. 2024-1324,2024-02-10
XINCAT Cefixime Capsules 100mg,FDA Advisory No. 2024-1324,2024-02-10
Xiaoyan Lidan Pian [As reflected in primary packaging],FDA Advisory No. 2024-1324,2024-10-02
Fluconazole and Sodium Chloride Injection 100ml,FDA Advisory No. 2024-1352,2024-10-02
Kelundayaochang® Glucose Injection 5% 250ml,FDA Advisory No. 2024-1352,2024-10-02
Kelundayaochang® Levofloxacin Hydrochloride and Sodium Chloride Injection 100ml,FDA Advisory No. 2024-1352,2024-10-02
Kelundayaochang® Sodium Chloride Injection 0.9% 250ml,FDA Advisory No. 2024-1352,2024-10-02
Thymopolypeptides Enteric-Coated Tablets 15mg Xiongxiantai Changrong Pian,FDA Advisory No. 2024-1352,2024-10-02
